osm_id,name,lat,lon,state,amenity,office,social_facility,social_facility_for,addr_street,addr_suburb,addr_postcode,phone,website,email,opening_hours,wheelchair
,Somerset Scouts Group,-41.0445959,145.8302092,TAS,community_centre,,,,,,,,,,,
,Derwent Valley TPU,-42.781496,147.0615479,TAS,community_centre,,,,,,,,,,,
,Mount Franklin-St. George Lodge,-37.3407045,144.1423826,VIC,community_centre,,,,Vincent Street,Daylesford,3460,,,,,
,Sydenham Maternal And child Health Centre,-37.7003608,144.7742306,VIC,social_facility,,,,,,,,,,,
,Kensington RSL,-34.9206075,138.6515016,SA,community_centre,,,,,,,,,,,
,The Fair Community Centre,-35.2255012,149.1676515,ACT,community_centre,,,,,,,,,,,
,The Salvation Army Territorial Headquarters,-33.877496,151.2095366,NSW,,ngo,,,,,,,,,,
,Bellfield Community Centre,-37.7560806,145.0382974,VIC,community_centre,,,,,,,,,,,
,1st Colac Scout Hall,-38.3381175,143.5942084,VIC,community_centre,,,,,,,,,,,
,Covenant House,-37.8324439,145.1566848,VIC,social_facility,,group_home,senior,Canterbury Road,,,,,,,yes
,Latrobe Memorial Hall,-41.2363759,146.4151521,TAS,community_centre,,,,Gilbert Street,Latrobe,7307,,,,,
,Town & Country Community Options,-25.5414584,152.6978485,QLD,social_facility,,outreach,,Lennox Street,Maryborough,4650,,,,,
,Diamonds Pregnancy Support,-33.7606678,150.7205503,NSW,social_facility,,,,,,,,,,,
,Co-ordinated Support Services,-25.5382028,152.7023062,QLD,social_facility,,outreach,,,,,,,,,
,Solander Community Room,-33.896125,151.2030087,NSW,community_centre,,,,,,,,,,,
,Upper Hunter Community Services Inc,-32.2659359,150.8886382,NSW,community_centre,,,,,,,,,,,
,St James Terrace Aged Care,-37.9675916,145.0753085,VIC,social_facility,,group_home,senior,,,,,,,,
,The Heights,-37.7937322,145.1770609,VIC,social_facility,,group_home,senior,,,,,,,,
,Mt Kuring Gai Community Centre,-33.6566267,151.1368696,NSW,community_centre,,,,,,,,,,,
,Frankston Men's Shed,-38.1536929,145.1321185,VIC,community_centre,,,,Hastings Road,,,,,,,
,St Mary's Church Hall,-26.6884436,152.8928546,QLD,community_centre,,,,Memorial Close,Montville,4560,,,,,
,UnitingCare Community / Lifeline,-25.5416586,152.700314,QLD,,ngo,,,Alice Street,Maryborough,4650,,,,,
,Newman Youth Centre,-23.3560144,119.7302581,WA,community_centre,,,,Moondoorow Street,Newman,6753,,,,,
,Armenian General Benevolent Union,-33.8314552,151.2166951,NSW,community_centre,,,,,,,,,,,
,Springbrook Community Hall,-28.1949923,153.2688838,QLD,community_centre,,,,Carricks Road,Springbrook,4213,+61 7 5667 5986,https://www.goldcoast.qld.gov.au/Services/Venues-facilities/Community-centres/Springbrook-Community-Hall,,,
,Sandringham District Masonic Hall,-37.9484437,145.00344,VIC,community_centre,,,,Abbott Street,Sandringham,3191,,,,,
,St. Leigh Private Nursing Home,-37.9516375,145.0055669,VIC,social_facility,,group_home,senior,Bay Road,Sandringham,3191,,autumncareac.com,,,yes
,Mercy Place Fernhill,-37.9513287,145.0073231,VIC,social_facility,,group_home,senior,Fernhill Road,Sandringham,3191,,,,,yes
,Whitfords Seniors Centre,-31.7971059,115.7533317,WA,community_centre,,,,,,,,,,,
,Impact Make Your Mark,-24.8553206,152.3758257,QLD,community_centre,,,,,,4670,,,,Mo-Fr 08:00-17:00,
,Gaval Community Services,-34.8445818,138.5057854,SA,,ngo,,,Commercial Road,,,,https://www.gaval.com.au,,Mo-Fr 09:00-17:00,
,Oxley Senior Citizens Club,-27.5551468,152.9753439,QLD,community_centre,,,,Oxley Station Road,Oxley,4075,,,,,
,Wodonga Australian-Croatian Club Inc.,-36.1116837,146.8957041,VIC,community_centre,,,,,,,,,,,
,Blackflat Community Centre,-37.8885666,145.164569,VIC,community_centre,,,,,,,,,,,
,The Channon Hall,-28.6731577,153.2790228,QLD,community_centre,,,,,,,,,,,
,Australian Red Cross Blood Service,-31.9524141,115.8582246,WA,,ngo,,,William Street,Perth,6000,,http://www.donateblood.com.au/ready-to-donate/donor-centre/perth-blood-donor-centre,,Mo 09:00-19:30; Tu 07:00-18:30; We 08:15-19:30; Th 07:00-19:00; Fr 07:00-14:30; Su 08:00-15:30,
,Perth True Buddha Association Yuan Chi Tang,-32.0392394,115.9089355,WA,,ngo,,,,,,,,,,
,The Phillip Kennedy Centre,-34.8245611,138.4897148,SA,social_facility,,nursing_home,senior,Military Road,,5016,,,,,
,Royal Park Hall,-31.9366987,115.8532574,WA,community_centre,,,,,,,,,,,
,Highett Neighbourhood Community House,-37.9475706,145.0379068,VIC,community_centre,,,,,,,,,,,
,The Box Factory,-34.9317281,138.6084253,SA,community_centre,,,,,,,,,,,
,Anglican Church Hall,-31.6999796,147.8383467,NSW,community_centre,,,,Lawson Street,,,,,,,
,CWA Rooms,-31.7004863,147.8349108,NSW,community_centre,,,,Burton Street,,,,,,,
,Warren Sporting and Cultural Centre,-31.6952397,147.8362331,NSW,community_centre,,,,Udora Road,,,,,,,
,Uniting Medically Supervised Injecting Centre,-33.8744111,151.2230818,NSW,social_facility,,,drug_addicted,Darlinghurst Road,,,+61 2 9360 1191,https://www.uniting.org/community-impact/uniting-medically-supervised-injecting-centre--msic,ask@uniting.org,,
,Belgrade Avenue Community Centre,-36.1283766,146.9039959,VIC,community_centre,,,,,,,,,,,
,Newdegate Hall,-33.0947031,119.0255135,WA,community_centre,,,,,,,,,,,
,Gandangara,-33.9175067,150.9250644,NSW,community_centre,,,,,,,,,,,
,Club Liverpool,-33.9222438,150.9239289,NSW,community_centre,,,,,,,,,,,
,Walkamin Community and Sports Club,-17.1292733,145.427838,QLD,community_centre,,,,Kurrajong Street,Walkamin,4872,,,,,
,Training Center,-33.8828039,150.9990705,NSW,social_facility,,,,,,,,,,,
,Al Ihsan Foundation,-33.8828676,150.9999891,NSW,community_centre,,,,,,,,,,,
,,-33.8643498,150.8799335,NSW,community_centre,,,,,,,,,,,
,Miller Family Day Care,-33.8828222,150.9991539,NSW,social_facility,,,,,,,,,,,
,Turnstyle Community Hub,-27.4874264,153.022159,QLD,community_centre,,,,Laura Street,Highgate Hill,4101,,www.turnstyle.org.au,,,
,Cromer Community Centre,-33.7423371,151.2824679,NSW,community_centre,,,,Fisher Road North,Cromer,2099,,,,,
,Pennant Hills Learning & Leisure Centre (50+),-33.7364082,151.0720092,NSW,community_centre,,,,Warne Street,Pennant Hills,2120,,,,,
,Hawks Nest Community Center,-32.6724734,152.1779079,NSW,community_centre,,,,,,,,,,,
,Byron Youth Activity Centre,-28.6441029,153.6170324,QLD,community_centre,,,,,,,,,,,
,Byron Bay Community Centre,-28.6444484,153.6126788,QLD,community_centre,,,,,,,,,,,
,Springthorpe Country Club,-37.7215825,145.061967,VIC,community_centre,,,,Springthorpe Boulevard,Macleod,3085,,,,,
,Hornsby Wellness Centre,-33.7023313,151.0971569,NSW,community_centre,,,,Peats Ferry Road,,2077,+61 2 9477 3780,http://hornsbywellness.com.au,ross@hornsbywellness.com.au,Mo-Th 10:00-17:00,
,The Galston Club,-33.6504823,151.0460784,NSW,community_centre,,,,Arcadia Road,Galston,2159,,,,,
,Darebin Creek Environment Centre (Gleeson Centre),-37.7734082,145.0323636,VIC,,ngo,,,Separation Street,,,,https://dcmc.org.au/,,,
,Salvation Army Campsie,-33.9110538,151.1020121,NSW,social_facility,,,,,,,,,,,
,Associazione Napoletana,-33.8835321,151.1586641,NSW,social_facility,,,,Norton Street,,,,,,,no
,Shara Community Garden,-28.4953198,153.5417046,QLD,community_centre,,,,,,,,,,,
,Collins Creek Hall,-28.4863244,153.0240009,QLD,community_centre,,,,,,,,,,,
,Australian Refugee Association,-34.9246505,138.5473797,SA,,ngo,,,,,,,,,,
,Victorian Elderly Chinese Welfare Society,-37.8059797,144.9553273,VIC,community_centre,,,,,,,,,,,
,Bowles Club,-19.1511875,146.8634744,QLD,social_facility,,,,,,,,,,,
,Magnetic Island Country Club,-19.1740841,146.8348794,QLD,social_facility,,,,,,,,,,,yes
,Lithuanian Club,-37.8040691,144.9496058,VIC,community_centre,,,,Errol Street,North Melbourne,3051,+61 3 9328 1560,https://www.lithuanianclub.com/,,,yes
,The Centre,-37.8037537,144.9497259,VIC,community_centre,,,,Errol Street,North Melbourne,3051,+61 3 9328 1126,http://www.centre.org.au,,Mo 10:00-18:00; Tu-Fr 10:00-15:00; Sa-Su off; PH off,yes
,RSL,-19.1481124,146.8640948,QLD,community_centre,,,,,,,,,,,
,Torbanlea Community Hall,-25.3463401,152.5966463,QLD,community_centre,,,,,,,,,,,
,Alan Roberts International Medical Graduates Support & Advisory Services Pty ( ARIMGSAS ),-37.8351357,144.9732897,VIC,community_centre,,,,Bowen Crescent,,3004,+61 3 9867 3344,https://www.arimgsas.com.au/,,Mo-Fr 08:30-16:30; Sa-Su 09:00-17:00,
,DickfosDunn Charted Accounting,-27.9710902,153.4124939,QLD,community_centre,,,,,,,,,,,
,Quantum Support Services,-37.8269334,147.6253889,VIC,social_facility,,,,Main Street,,,+61 3 5152 8000,https://www.quantum.org.au/,,Mo-Fr 09:00-17:00,
,Pomengade Dance School,-27.398683,153.029786,QLD,community_centre,,,,,,,,,,,
,Seamans Club,-33.3197536,115.6366261,WA,community_centre,,,,,,,,,,,
,Go Bowling Cairns,-16.9146394,145.7404969,QLD,community_centre,,,,Pease Street,,,,,,,
,Newcastle Mission to Seafarers,-32.9198391,151.759142,NSW,community_centre,,,,Hannell Street,,,+61 2 4961 5007,https://mtsnewcastle.org.au,garry@mtsnewcastle.org.au,,
,Country Women's Association,-34.6719764,150.8541117,NSW,community_centre,,,,Shoalhaven Street,,,,https://cwaofnsw.org.au/,jillsmail7@bigpond.com,,
,Applecross Scout Hall,-32.0231527,115.8318749,WA,community_centre,,,,,,,,,,,
,Mangrove Yoga,-33.367535,151.1495427,NSW,community_centre,,,,300 mangrove creek,,,,,,,
,Yugal,-31.9331386,115.8413856,WA,community_centre,,,,,,,,,,,
,Redlands Softball Association,-27.5113438,153.2523734,QLD,community_centre,,,,Sturgeon Street,,,,,,,
,Scottvale Ages Care,-37.9862297,145.2056244,VIC,social_facility,,group_home,senior,Scott Street,,,,,,,
,Rose Bay Towers Retirement Village,-33.8707473,151.2674489,NSW,social_facility,,group_home,senior,,,,+61 2 9371 7161,,,,
,Peel Development Commission,-32.531842,115.7199745,WA,,ngo,,,,,,,,,,
,MAX Employment Midland,-31.8896509,116.0056894,WA,community_centre,,,,,,,,,,,
,Willetton Sports Club,-32.0550158,115.8819806,WA,community_centre,,,,,,,+61 8 9310 1441,,,,
,,-31.696076,115.8807052,WA,community_centre,,,,,,,,,,,
,,-37.9694214,145.2115469,VIC,social_facility,,group_home,senior,,,,,,,,
,Brooklyn Community Centre,-37.8229111,144.8484191,VIC,community_centre,,,,Cypress Avenue,,,,,,,
,IPC Health Inc.,-37.7847859,144.8305947,VIC,community_centre,,,,Harvester Road,,,,https://www.ipchealth.com.au,,Mo-Fr 09:00-17:00,
,Bellambi Neighbourhood Centre,-34.3686544,150.9168593,NSW,community_centre,,,,Cawley Street,,,+61 2 4285 3055,,,,
,Greenvale,-37.7933907,145.1768744,VIC,social_facility,,group_home,senior,,,,,,,,
,Australian Manufacturing Workers' Union,-33.8872584,151.2068709,NSW,,ngo,,,Chalmers Street,Surry Hills,2010,,,,,
,evatt foundation,-33.8871794,151.206828,NSW,,ngo,,,,,,,,,,
,search foundation,-33.8871657,151.2069096,NSW,,ngo,,,,,,,,,,
,aftinet,-33.8872401,151.2068056,NSW,,ngo,,,,,,,,,,
,Evanston Gardens Community Centre,-34.6242736,138.7195213,SA,community_centre,,,,,,,,,,,
,Starlight Community Hall,-26.5220735,152.9212628,QLD,community_centre,,,,,,,,,,,
,Blue Care Kenmore Aged Care Facility,-27.5014483,152.9320139,QLD,social_facility,,group_home,senior,Brookfield Road,,,,,,,
,Diversicare,-27.4813946,153.0109977,QLD,community_centre,,,,Thomas Street,West End,4101,,,,,
,Vinnies,-33.8798324,151.1871746,NSW,social_facility,,,,Glebe Point Road,,,+61 2 9660 6685,https://vinnies.org.au,,Mo-Sa 10:00-18:00; Su 10:00-17:00,
,Joseph Sargeant Centre,-33.9010533,151.1835587,NSW,social_facility,,,,,,,,,,,
,,-36.1360595,141.436204,VIC,community_centre,,,,,,,,,,,
,Multicultural Disability Advocacy Association of NSW,-33.8341069,151.0078279,NSW,social_facility,,,disabled,,,,,,,,
,Netherby Hall,-36.1086821,141.65151,VIC,community_centre,,,,,,,,,,,
,Belair Community Centre,-34.997383,138.622355,SA,community_centre,,,,,,,,,,,yes
,Belair Scout Group Hall,-35.002304,138.622802,SA,,ngo,,,,,,,,,,limited
,Youth and Family Aquatic Association,-32.2796307,115.7022675,WA,community_centre,,,,,,,,,,,
,Volunteering Gold Coast,-28.0681748,153.4408705,QLD,social_facility,,advice,unemployed,,,,+61 7 5526 5288,,,,
,Headspace,-27.5019623,152.9748199,QLD,social_facility,,,,,,,,,,,
,Springvale Age Care Facility,-37.9571095,145.1509899,VIC,social_facility,,nursing_home,,,,,,,,,
,South East Community Links Youth Links,-37.9681761,145.1769853,VIC,community_centre,,,,Douglas Street,,,,,,,
,Yuraba Conference Centre,-27.348514,152.9266131,QLD,community_centre,,,,Church Road,Eatons Hill,,+61 7 3325 3492,https://www.kumbartcho.org.au/conference-centre,,,
,Anglicare,-37.9873385,145.2156887,VIC,social_facility,,,,,,,,,,,
,Eunice House Aged Care Facility,-37.981678,145.2069533,VIC,social_facility,,nursing_home,,,,,,,,,
,Old Dairy Community Centre,-28.177493,153.4310205,QLD,community_centre,,,,Community Way,Currumbin Valley,4223,,https://www.villagehub.com.au/,,,
,RSL Murtoa,-36.6169557,142.4668714,VIC,community_centre,,,,,,,,,,,
,Mechanics Hall,-36.6190323,142.4682889,VIC,community_centre,,,,,,,,,,,
,Lexington Gardens Aged Care Facility,-37.9492485,145.1401904,VIC,social_facility,,group_home,senior,Villa Road,Springvale,,,,,,
,Percy Miles Villa,-34.0397688,151.0732343,NSW,social_facility,,group_home,senior,,,,,,,,
,,-34.0362117,151.0721259,NSW,social_facility,,group_home,senior,,,,,,,,
,Smithfield Sports and Social Club,-34.6833217,138.690733,SA,social_facility,,,,,,,,,,,
,Community Hall,-38.6337336,145.7286586,VIC,community_centre,,,,,,,,,,,
,Curlwaa Memorial Hall,-34.0990795,141.9720816,VIC,community_centre,,,,,,,,,,,
,Calvary Tanilba Shores Retirement Community,-32.7278255,151.9946715,NSW,social_facility,,group_home,senior,,,,,,,,
,Salvation army,-33.4228784,149.5807498,NSW,community_centre,,,,,,,,,,,
,Vinnies,-33.4231422,149.5804257,NSW,community_centre,,,,,,,,,,,
,Victorian Allied Health Professionals Association,-37.8074615,144.9542722,VIC,,ngo,,,,,,,,,,
,Greenfield Park Community Centre,-33.8718373,150.8923017,NSW,community_centre,,,,,,,,,,,
,Bonnyrigg Community Centre,-33.8870317,150.8881539,NSW,community_centre,,,,,,,,,,,
,Serbian Youth Hall,-33.8897448,150.944271,NSW,community_centre,,,,Bareena Street,Canley Vale,2166,+61 2 9728 6767,,,,
,Australian Chinese Descendants Mutual Aged Hostel Association,-33.8862004,150.944857,NSW,social_facility,,nursing_home,senior,,,,,,,,
,SummitCare Nursing Home,-33.8855413,150.9420972,NSW,social_facility,,nursing_home,senior,Freeman Avenuue,Canley Vale,2166,+61 2 9728 1200,https://www.summitcare.com.au/,,,
,Beacham Reserve Community Centre,-32.5548152,115.7456232,WA,community_centre,,,,,,,,,,,
,St. Basil's Aegean Village Aged Care Complex,-35.1365528,138.4994917,SA,social_facility,,assisted_living,senior,Morton Road,Christie Downs,5164,,,,,
,Maryborough Showgrounds,-25.5052357,152.6634655,QLD,community_centre,,,,Bruce Highway,,4650,,https://maryboroughpark.ourfrasercoast.com.au/,,,
,North Sydney Men's Shed,-33.8302409,151.192068,NSW,community_centre,,,,,,,,https://www.northsydney.nsw.gov.au/Community_Services/Aged_Access/Men39s_Shed,,,
,Library Community Meeting Room,-27.4672212,153.0497764,QLD,community_centre,,,,,,,,,,,
,House With No Steps,-37.7039831,145.0066486,VIC,,ngo,,,,,,,,,,
,The Disability Trust,-34.0289807,151.0972567,NSW,,charity,,,,,,,,,,
,Sunnyfield Disability Services,-30.513655,151.6605963,NSW,social_facility,,ambulatory_care,,,,,,https://www.summyfield.org.au,,,yes
,Clarence Point Hall,-41.1273992,146.8102891,TAS,community_centre,,,,,,,,,,,
,UnitingCare Werribee Support and Housing,-37.9026172,144.6627985,VIC,social_facility,,,,,,,,,,,
,Leslie Street Centre,-32.536384,115.72133,WA,community_centre,,,,Leslie Street,,6210,+61 8 9581 4384,https://www.lesliestreetcentre.com.au/,lesliestreetcentre@gmail.com,,
,Gunida Gunya Aboriginal Corporation,-30.9771717,150.2518519,NSW,,ngo,,,,,,,,,,
,Society of St Vincent De Paul,-30.9762682,150.2543447,NSW,,charity,,,Marquis Street,Gunnedah,2380,,,,,
,Sylvanvale Head Office,-34.0224073,151.0842352,NSW,,charity,,,Mikarie Place,,,,,,,
,Tullera Community Hall,-28.7471413,153.303131,QLD,community_centre,,,,,,,,,,,
,Feros Village,-28.6848648,153.5303835,QLD,social_facility,,nursing_home,senior,,,,,,,,
,Southern Cross Care,-37.8982719,145.0869812,VIC,social_facility,,,,,,,,,,,
,Regis East Malvern,-37.878249,145.0633103,VIC,social_facility,,group_home,senior,,,,,,,,
,Warrina Innisfail,-17.517496,146.0184581,QLD,social_facility,,nursing_home,senior,Warrina Street,,4860,,,,,yes
,The Hospital Reseach Foundation,-34.8795648,138.5365312,SA,,charity,,,,,,,,,,
,Ryde Multicultural Centre,-33.8050503,151.0799938,NSW,community_centre,,,,,,,,,,,
,Orana Gardens Country Club,-32.2548326,148.6347587,NSW,social_facility,,social_club,senior,Charles Crescent,Dubbo,2830,,,,,
,Lillimur Cottages,-32.2615721,148.6008493,NSW,social_facility,,assisted_living,senior,Macquarie Street,Dubbo,2830,,,,,
,Multiple Solutions,-35.0192772,138.5243578,SA,community_centre,,,,,,,,,,,
,Progress Hall,-37.9110446,145.0358015,VIC,community_centre,,,,,,,,,,,
,Soldiers' Memorial Hall,-37.6765082,144.4406587,VIC,social_facility,,social_club,,,,,,,,,
,Bacchus Marsh Public Hall,-37.6765775,144.4410405,VIC,community_centre,,,,,,,,,,,
,The Good Shepherd Home,-19.3101982,146.7628243,QLD,social_facility,,nursing_home,senior,,,,+61 7 4772 9900,,,,yes
,Dandenong North senior citizens Centre,-37.9658585,145.2099693,VIC,community_centre,,,,,,,,,,,
,Fawkner Community & Sports Hall,-37.7027927,144.9697809,VIC,community_centre,,,,,,,,,,,
,Fawkner Senior Citizens Centre,-37.7030634,144.9696445,VIC,community_centre,,,,,,,,,,,
,Yooralla Community Hub,-37.7030196,144.9698363,VIC,community_centre,,,,,,,,,,,
,Katandra West Community Centre,-36.2282916,145.5598078,VIC,community_centre,,,,,Katandra West,3634,,,,,
,Uniting,-30.5136556,151.6666299,NSW,social_facility,vacant,outreach,,Beardy Street,,,,,,Mo-Fr 09:00-17:00,yes
,Micah Projects,-27.4817676,153.0121028,QLD,social_facility,,,,,,,,,,,
,Drill Hall (for Praying Jum'ah),-37.8067602,144.9605573,VIC,community_centre,,,,Therry Street,,,,,,Fr 12:00-14:00,
,Laverton Community Resource Centre,-28.6259888,122.4041842,WA,community_centre,,,,,,,,,,,
,Ashby Community Centre,-29.4372937,153.1938774,NSW,community_centre,,,,,,,,,,,
,Environment House,-31.9258507,115.9204527,WA,community_centre,,,,,,,,,,,
,Dianella Community Centre,-31.8968988,115.8745095,WA,community_centre,,,,,,,,,,,
,arcare Glenhaven,-33.6962699,150.9934421,NSW,social_facility,,nursing_home,senior,,,,,,,24/7,yes
,Brightwater Inglewood,-31.9125557,115.8776173,WA,social_facility,,nursing_home,senior,Walter Road West,Inglewood,6052,,https://brightwatergroup.com/,,,
,The Village Baxter,-38.1762422,145.1441447,VIC,social_facility,,assisted_living,senior,Robinsons Road,Frankston South,3199,,https://www.villagebaxter.com/,,Mo-Fr 08:00-16:00,yes
,Griffith Neighbourhood Centre,-35.3274418,149.1420359,ACT,community_centre,,,,Stuart Street,,,,https://communityservices1.org/venue-hire/,,,
,Aruma Disability Services,-30.5137066,151.6655367,NSW,social_facility,,outreach,disabled,Beardy Street,,,,https://www.aruma.com.au/,,,
,Hoskinstown War Memorial Hall,-35.4163098,149.4504807,VIC,community_centre,,,,,,,,,,,
,Mowll Village Anglican Retirement Villages,-33.7311828,151.0211354,NSW,social_facility,,nursing_home,senior,,,,,,,,
,Lucas Community Hub,-37.5441627,143.7836442,VIC,community_centre,,,,Coltman Plaza,Lucas,3350,,,,Mo-Fr 09:00-17:00,
,Stones Corner Masonic Centre,-27.4990227,153.0432954,QLD,community_centre,,,,,,,,,,,
,Sale Girl Guides Hall,-38.1017528,147.0723542,VIC,community_centre,,,,Market Street,Sale,3850,,,,,
,Benevolent,-30.5128381,151.6660426,NSW,social_facility,,outreach,,,,,,,,,yes
,Mercy Place Montrose,-37.8134923,145.35116,VIC,social_facility,,group_home,senior,,,,,,,,
,Red Cross,-12.391753,130.8583648,NT,social_facility,,outreach,,,,,,,,,
